x_range,y_range,split_label
-100.0,-2.0210834462984826,0
-99.89994997498749,-2.109683145355814,0
-99.79989994997499,-1.7339219534828545,2
-99.69984992496248,-1.8511471679721494,2
-99.59979989994997,-1.7488394944665153,0
-99.49974987493746,-1.995340917472522,1
-99.39969984992496,-2.035039496793105,0
-99.29964982491245,-1.8859407441653555,0
-99.19959979989996,-2.1019371387971972,0
-99.09954977488745,-1.7642049292332738,0
-98.99949974987494,-1.892520739651099,0
-98.89944972486244,-1.9186162993841696,0
-98.79939969984993,-1.8888559288326114,0
-98.69934967483742,-1.9208277216799998,0
-98.59929964982491,-1.7899885856239588,0
-98.4992496248124,-2.499269900728557,0
-98.3991995997999,-1.9653904330469711,1
-98.29914957478739,-1.817045297361056,0
-98.19909954977489,-1.6271500357665782,0
-98.09904952476238,-1.9657507778376166,2
-97.99899949974987,-1.7098844480259634,0
-97.89894947473736,-1.4640669494999023,0
-97.79889944972486,-2.476199943994279,0
-97.69884942471235,-2.0586734046205204,0
-97.59879939969986,-1.9310094557144082,0
-97.49874937468735,-0.9976476977483304,0
-97.39869934967484,-1.782933975466869,0
-97.29864932466234,-1.8766717491965086,1
-97.19859929964983,-1.870765928442262,0
-97.09854927463732,-1.893618512862098,0
-96.99849924962481,-1.747287346551334,0
-96.8984492246123,-2.067693319389493,2
-96.7983991995998,-1.7616551987538485,0
-96.69834917458729,-1.8048144651114002,2
-96.59829914957479,-1.5877704021341694,0
-96.49824912456228,-1.3258910607959893,2
-96.39819909954977,-1.7349070365733013,0
-96.29814907453726,-1.8343318139503202,0
-96.19809904952476,-1.5538491611586314,0
-96.09804902451225,-1.4354219346485206,0
-95.99799899949976,-1.803410344605302,0
-95.89794897448725,-1.3830441285162631,0
-95.79789894947474,-1.4817699480407325,0
-95.69784892446224,-1.6255214915709506,0
-95.59779889944973,-1.7058111777332248,0
-95.49774887443722,-1.3987396571983342,0
-95.39769884942471,-1.4525814901451353,1
-95.2976488244122,-1.7828617544283887,0
-95.1975987993997,-1.5802484571673183,0
-95.09754877438719,-1.8868934893901113,0
-94.99749874937469,-1.7140278196035081,0
-94.89744872436218,-1.7062248620450509,0
-94.79739869934967,-1.6814548138390246,0
-94.69734867433716,-1.6193800309710351,0
-94.59729864932466,-1.55279361532484,2
-94.49724862431216,-1.460252491787505,0
-94.39719859929966,-1.4338051990048708,2
-94.29714857428715,-1.5721814570431136,0
-94.19709854927464,-1.2801060701944114,0
-94.09704852426214,-1.1815519778623536,0
-93.99699849924963,-1.4262868786300227,0
-93.89694847423712,-1.7238881207949297,0
-93.79689844922461,-1.2721626657635754,0
-93.6968484242121,-1.3348041492463056,0
-93.5967983991996,-0.8745313542905866,0
-93.49674837418709,-1.523241792969367,1
-93.39669834917459,-1.8651051388165154,1
-93.29664832416208,-1.1398729089655841,2
-93.19659829914957,-1.2543835829620844,0
-93.09654827413706,-1.5613727932425667,0
-92.99649824912456,-0.8889073170045623,2
-92.89644822411205,-0.8796792460202503,2
-92.79639819909956,-1.1567557309908694,0
-92.69634817408705,-1.4410411690901528,0
-92.59629814907454,-1.522092397923527,1
-92.49624812406203,-1.23628003506371,1
-92.39619809904953,-1.4819114417077424,0
-92.29614807403702,-1.2969204877766958,0
-92.19609804902451,-1.5655217017790988,1
-92.096048024012,-1.1910415283390754,1
-91.9959979989995,-0.8206763028081563,0
-91.89594797398699,-1.2918935321935714,1
-91.79589794897448,-0.9238671462980036,0
-91.69584792396198,-0.817950871564799,0
-91.59579789894947,-0.9799598144767642,0
-91.49574787393696,-1.3369972932362533,0
-91.39569784892447,-0.5518249681641154,0
-91.29564782391196,-1.1367199421205814,0
-91.19559779889946,-1.5528153532002085,0
-91.09554777388695,-1.0848656070160558,0
-90.99549774887444,-1.0461653631042354,0
-90.89544772386193,-1.0245278568745528,0
-90.79539769884943,-1.2830537610552737,0
-90.69534767383692,-0.8804817881527829,1
-90.59529764882441,-1.2868842409911496,0
-90.4952476238119,-0.6911754599311339,0
-90.3951975987994,-1.423944700394997,0
-90.29514757378689,-1.3833472341791215,2
-90.19509754877438,-1.208127341938868,0
-90.09504752376188,-1.2964585785088563,0
-89.99499749874937,-1.0389481800389742,1
-89.89494747373686,-0.6706412819308554,0
-89.79489744872436,-0.7841637013690068,2
-89.69484742371185,-0.9139879548137111,0
-89.59479739869936,-0.8018843519426473,0
-89.49474737368685,-1.0939309242733954,0
-89.39469734867434,-1.023094307172629,0
-89.29464732366183,-0.8533146956700018,2
-89.19459729864933,-1.2988265033001132,2
-89.09454727363682,-1.260285443217879,0
-88.99449724862431,-1.04374845111627,2
-88.8944472236118,-0.9444760978879135,0
-88.7943971985993,-0.9139496789955639,0
-88.69434717358679,-0.7549091980173481,0
-88.59429714857428,-0.6983962559061441,0
-88.49424712356178,-1.3496203632806352,0
-88.39419709854927,-1.0192278666888428,0
-88.29414707353676,-0.7857794883038829,2
-88.19409704852427,-1.0774724321035591,1
-88.09404702351176,-0.8064697898439158,0
-87.99399699849926,-0.7571665658534856,0
-87.89394697348675,-0.7668525360831129,0
-87.79389694847424,-1.0070934421322189,0
-87.69384692346173,-1.157266893074433,0
-87.59379689844923,-0.9598358333561863,1
-87.49374687343672,-1.0334124319751021,0
-87.39369684842421,-0.5555196511662116,0
-87.2936468234117,-0.8528351608239599,1
-87.1935967983992,-1.059363977065975,0
-87.09354677338669,-0.7521910199041262,0
-86.99349674837418,-0.5584123368006586,0
-86.89344672336168,-1.1989772884570893,0
-86.79339669834917,-0.5903101347986895,0
-86.69334667333666,-0.6112096669901534,1
-86.59329664832416,-0.8525685593737269,0
-86.49324662331166,-0.528372964323241,0
-86.39319659829916,-0.518886863606719,0
-86.29314657328665,-0.8617512406165794,0
-86.19309654827414,-0.7370530209454156,0
-86.09304652326163,-1.3156247476096996,1
-85.99299649824913,-0.8471575159577712,0
-85.89294647323662,-0.7037153133281832,0
-85.79289644822411,-0.868863796104853,0
-85.6928464232116,-0.4647336611138299,0
-85.5927963981991,-0.5709732219190381,0
-85.49274637318659,-0.7169595617377512,0
-85.39269634817408,-0.6328028635413424,0
-85.29264632316158,-0.7289147565679166,0
-85.19259629814907,-0.6237417447097497,0
-85.09254627313658,-0.5615484729971724,2
-84.99249624812407,-0.31688626758846367,0
-84.89244622311156,-0.4647495859184881,0
-84.79239619809906,-0.4800081696692837,0
-84.69234617308655,-0.538357006064107,0
-84.59229614807404,-0.4136127127001227,0
-84.49224612306153,-0.43150584618231047,0
-84.39219609804903,-0.7113067084118136,0
-84.29214607303652,-0.50556685958454,0
-84.19209604802401,-0.5336208932665351,0
-84.0920460230115,-1.0806109439531477,0
