x_range,y_range,split_label
-100.0,-168.8412338694123,0
-98.99497487437186,-197.76115503278518,0
-97.98994974874373,-213.20749613672456,0
-96.98492462311557,-175.03806164631925,0
-95.97989949748744,-198.88720717444804,2
-94.9748743718593,-174.648764025313,0
-93.96984924623115,-167.33607333097567,0
-92.96482412060301,-165.2931538660612,0
-91.95979899497488,-166.4700733177161,0
-90.95477386934674,-187.65897196450817,0
-89.9497487437186,-161.0076648670536,0
-88.94472361809045,-149.99019778106992,2
-87.93969849246231,-140.4009804320543,2
-86.93467336683418,-124.18898472537393,0
-85.92964824120602,-165.67942991782206,0
-84.92462311557789,-149.1707830931723,0
-83.91959798994975,-151.5281949873532,0
-82.91457286432161,-169.0372695936707,0
-81.90954773869348,-167.82627052698123,0
-80.90452261306532,-149.8154775122662,0
-79.89949748743719,-155.0622709834763,0
-78.89447236180905,-172.53272581120686,0
-77.8894472361809,-151.00856280473042,0
-76.88442211055276,-147.11046608760128,0
-75.87939698492463,-135.33845171321485,0
-74.87437185929649,-154.4397208708991,0
-73.86934673366835,-154.35168169878972,0
-72.8643216080402,-171.9408671792524,0
-71.85929648241206,-122.3865052824099,0
-70.85427135678393,-155.31342949369795,1
-69.84924623115577,-132.19979075440958,1
-68.84422110552764,-134.59314709745013,0
-67.8391959798995,-117.45833151581974,0
-66.83417085427136,-129.5669356089921,0
-65.82914572864323,-128.54359559590404,0
-64.82412060301507,-125.18248753664604,2
-63.81909547738694,-136.30429071231617,1
-62.8140703517588,-97.61641484787683,0
-61.80904522613066,-131.909797089546,0
-60.80402010050251,-103.98404126487604,0
-59.798994974874375,-83.15727620872272,2
-58.79396984924624,-86.8082685147094,2
-57.788944723618094,-107.77926116181823,0
-56.78391959798995,-99.85985579187847,0
-55.77889447236181,-109.16088433630172,0
-54.773869346733676,-103.99994584887487,0
-53.76884422110553,-90.49615249184598,2
-52.76381909547739,-77.97245303474598,0
-51.75879396984925,-90.48933501394457,0
-50.75376884422111,-100.66746581130714,0
-49.74874371859297,-105.92576182972716,2
-48.743718592964825,-84.53090910080486,0
-47.73869346733669,-91.57969545132168,0
-46.73366834170855,-101.82079751256684,0
-45.72864321608041,-75.9742959974423,1
-44.72361809045226,-87.12210000894278,0
-43.718592964824126,-99.1286547734513,0
-42.71356783919599,-66.69466768843333,0
-41.708542713567844,-84.59630341633525,1
-40.7035175879397,-67.52053906354827,0
-39.69849246231156,-67.73614768499621,0
-38.693467336683426,-79.87192070076918,0
-37.68844221105528,-72.58164478451371,0
-36.68341708542714,-74.40076106817403,0
-35.678391959799,-82.1120049124427,0
-34.673366834170864,-56.087036625025505,0
-33.66834170854273,-54.80651077067316,0
-32.663316582914575,-52.23965056177667,1
-31.65829145728644,-59.97631748482067,0
-30.6532663316583,-56.15822301384112,0
-29.64824120603015,-43.600351385746976,0
-28.643216080402013,-52.100633106645425,0
-27.638190954773876,-60.46160660720445,0
-26.63316582914574,-51.16685197255262,1
-25.6281407035176,-44.715667704330336,0
-24.62311557788945,-38.09904807825808,0
-23.618090452261313,-42.934979002992606,0
-22.613065326633176,-42.948074331722594,1
-21.608040201005025,-30.962937671284564,2
-20.603015075376888,-29.184893451384898,0
-19.59798994974875,-25.768851549936812,0
-18.592964824120614,-32.435281169276095,0
